NormalisedCityPair;DepartureCode;ArrivalCode;Departure_lat;Departure_lon;Arrival_lat;Arrival_lon
Amsterdam - Zurich;AMS;ZRH;52.3;4.75;47.45;8.57
Chicago - Montreal;YUL;ORD;45.5;-73.75;41.6;-98.93
Milan - Trieste;LIN;TRS;45.5;9.18;45.65;13.77
Boston - Denver;BOS;DEN;42.2;-71;39.77;-104.86
Johannesburg - Nairobi;NBO;JNB;-1.3;36.81;-26.13;28.23
Abu Dhabi - Manchester;AUH;MAN;24.4;54.64;53.37;0.1
Abu Dhabi - Manila;MNL;AUH;14.5;121.02;24.42;54.64
Lima - Santiago;LIM;SCL;-12;-77.11;-33.39;-70.79
Santa Ana - Sao Paulo;GRU;SNA;32.9;-97.04;37.41;-86.16
Hamburg - London;LGW;HAM;51.2;-0.16;53.64;10.01
London - Pittsburgh;LHR;PIT;39;-77.45;48.72;-94.74
Dallas - New York;DFW;LGA;32.9;-97.04;40.77;-73.88
Hong Kong - London;HKG;LHR;22.3;113.94;51.47;-0.45
Sydney - Tokyo;NRT;SYD;35.8;140.39;-33.92;151.23
Melbourne - Sydney;MEL;SYD;-37.7;144.85;-33.92;151.23
Hong Kong - Los Angeles;LAX;HKG;34.1;-118.24;22.32;113.94
Denver - Los Angeles;DEN;LAX;39.8;-104.86;34.05;-118.24
Geneva - Houston;IAH;GVA;40.7;-74.18;46.23;6.11
Dubai - Melbourne;MEL;DXB;-37.7;144.85;25.25;55.35
London - Los Angeles;LHR;LAX;51.5;-0.45;34.05;-118.24
Accra - Lagos;LOS;ACC;6.6;3.32;5.6;-0.17
Tel Aviv-yafo - Zurich;ZRH;TLV;47.5;8.57;32.01;34.89
San Francisco - Shanghai;PVG;SFO;31.1;121.8;37.61;-122.39
Newark - San Francisco;SFO;EWR;37.6;-122.39;40.69;-74.18
Albuquerque - San Francisco;ABQ;SFO;39.8;-104.86;37.61;-122.39
Manila - New York;MNL;JFK;14.5;121.02;40.64;-73.79
New York - Panama City;JFK;PTY;40.6;-73.79;9.07;-79.38
Boston - Toronto;BOS;YYZ;42.2;-71;43.68;-79.61
Cape Town - George;CPT;GRJ;-34;18.59;-34;22.38
Munich - Zurich;MUC;ZRH;48.3;11.77;47.45;8.57
Perth - Sydney;SYD;PER;-33.9;151.23;-31.94;115.97
Johannesburg - Washington Dc;JNB;IAD;-26.1;28.23;38.96;-77.45
Amsterdam - Geneva;GVA;AMS;46.2;6.11;52.31;4.75
Bogota - Santiago;SCL;BOG;-33.4;-70.79;4.7;-74.14
Seoul - Zurich;ICN;ZRH;48.3;11.77;47.45;8.57
Austin - New York;AUS;LGA;32.9;-97.04;40.77;-73.88
Doha - Geneva;GVA;DOH;46.2;6.11;25.27;51.56
London - Lugano;LCY;LUG;47.5;8.57;46;8.91
Belfast - Glasgow;BFS;GLA;54.7;-6.22;55.86;-4.43
Calgary - Edmonton;YYC;YEG;51.1;-114.01;53.31;-113.58
Moscow - Tselinograd;SVO;TSE;56;37.42;51.03;71.48
East Midlands - Glasgow;EMA;GLA;52.8;-1.33;55.86;-4.43
Dubai - Lisbon;LIS;DXB;38.8;-9.13;25.25;55.35
Newark - Poona;PNQ;EWR;50.1;8.56;40.69;-74.18
Melbourne - Perth;PER;MEL;-31.9;115.97;-37.67;144.85
Athens - Milan;MXP;ATH;45.5;9.18;37.89;23.72
Denver - San Francisco;DEN;SFO;39.8;-104.86;37.61;-122.39
Beijing - Singapore;PEK;SIN;40.1;116.58;1.34;103.98
Cape Town - London;CPT;LHR;-34;18.59;51.47;-0.45
Madras - Tokyo;NRT;MAA;1.3;103.98;13.05;80.23
Newcastle - Southampton;SOU;NCL;51;-1.36;55.04;-1.71
Houston - San Jose Del Cabo;IAH;SJD;30;-95.34;23.16;-109.72
Hamburg - London;HAM;LHR;53.6;10.01;51.47;-0.45
Dusseldorf - London;DUS;LHR;51.3;6.78;51.47;-0.45
Luxembourg - Milan;LUX;MXP;49.6;6.21;45.47;9.18
Houston - San Antonio;IAH;SAT;30;-95.34;37.91;-89.45
Los Angeles - Minneapolis;MSP;LAX;44.9;-93.2;34.05;-118.24
Philadelphia - Phoenix;PHL;PHX;44.9;-93.2;33.44;-112.03
Florence - Frankfurt;FRA;FLR;50.1;8.56;43.8;11.2
Leeds/bradford - Southampton;SOU;LBA;51;-1.36;53.87;-1.66
London - Rio De Janeiro;GIG;LHR;-22.8;-43.24;51.47;-0.45
Burbank - San Francisco;BUR;SFO;34.2;-118.35;37.61;-122.39
Madrid - Singapore;MAD;SIN;50.1;8.56;1.34;103.98
Dubai - Riyadh;RUH;DXB;24.9;46.71;25.25;55.35
London - Riyadh;LHR;RUH;51.5;-0.45;24.94;46.71
Helsinki - Stockholm;ARN;HEL;60.7;15.85;60.31;24.97
Detroit - New York;DTW;JFK;37.3;-107.75;40.64;-73.79
Brasilia - Rio De Janeiro;GIG;BSB;-22.8;-43.24;-15.86;-47.91
Brasilia - Sao Paulo;BSB;GRU;-15.9;-47.91;-23.42;-46.48
Lima - Sao Paulo;GRU;LIM;-23.4;-46.48;-12.02;-77.11
Jakarta-soekarno - Tokyo;CGK;NRT;-6.1;106.66;35.75;140.39
Johannesburg - Mahe Island;SEZ;JNB;-20.4;57.68;-26.13;28.23
Johannesburg - Pietermaritzburg;PZB;JNB;-29.6;30.39;-26.13;28.23
London - Malaga;AGP;LGW;36.7;-4.49;51.16;-0.16
Frankfurt - Riyadh;RUH;FRA;24.9;46.71;50.05;8.56
Johannesburg - Sydney;SYD;JNB;-33.9;151.23;-26.13;28.23
Hong Kong - Istanbul;HKG;IST;22.3;113.94;41.04;28.99
Paris - Singapore;CDG;SIN;49;2.54;1.34;103.98
New York - Raleigh/durham;RDU;JFK;35.9;-78.79;40.64;-73.79
Houston - Manchester;IAH;MAN;30;-95.34;53.37;0.1
Bombay - Dubai;BOM;DXB;19.1;72.86;25.25;55.35
Los Angeles - Tokyo;LAX;NRT;34.1;-118.24;35.75;140.39
Jersey-channel Islands - Manchester;MAN;JER;53.4;0.1;49.21;-2.19
Delhi - Poona;DEL;PNQ;28.7;77.26;18.58;73.91
Newark - San Jose;EWR;SJO;40.7;-74.18;9.99;-84.21
Hong Kong - Singapore;SIN;HKG;1.3;103.98;22.32;113.94
Frankfurt - Poona;FRA;PNQ;50.1;8.56;18.58;73.91
Bombay - Zurich;BOM;ZRH;19.1;72.86;47.45;8.57
Glasgow - London;GLA;LHR;55.9;-4.43;51.47;-0.45
Sydney - Toronto;SYD;YYZ;34.1;-118.24;43.68;-79.61
Jakarta-soekarno - Singapore;SIN;CGK;1.3;103.98;-6.13;106.66
Bogota - Medellin;MDE;BOG;6.2;-75.43;4.7;-74.14
Delhi - San Francisco;SFO;DEL;50.1;8.56;28.66;77.26
Newark - Salt Lake City;EWR;SLC;40.7;-74.18;40.76;-111.89
Dubai - Muscat;MCT;DXB;23.6;58.29;25.25;55.35
Atlanta - Nashville;BNA;ATL;36.1;-86.67;42.94;-83.53
London - Milan;LHR;LIN;51.5;-0.45;45.47;9.18
Madrid - Vigo;VGO;MAD;42.2;-8.63;40.46;-3.58
Frankfurt - Poona;PNQ;FRA;18.6;73.91;50.05;8.56
Cairo - Dubai;CAI;DXB;30.1;31.25;25.25;55.35
Moscow - Paris;SVO;CDG;56;37.42;49.01;2.54
San Diego - San Francisco;SFO;SAN;37.6;-122.39;32.7;-102.18
Chicago - San Francisco;ORD;SFO;41.6;-98.93;37.61;-122.39
Chicago - New York;LGA;ORD;40.8;-73.88;41.6;-98.93
New York - Paris;CDG;JFK;49;2.54;40.64;-73.79
London - San Diego;SAN;LHR;30;-95.34;51.47;-0.45
Dubai - London;LHR;DXB;51.5;-0.45;25.25;55.35
Bombay - Munich;MUC;BOM;48.3;11.77;19.09;72.86
Mexico City - New York;JFK;MEX;40.6;-73.79;19.43;-99.16
Basel-Mulhouse-Freiburg - Frankfurt;FRA;BSL;50.1;8.56;47.55;7.59
Boston - Dublin;BOS;DUB;42.2;-71;53.34;-6.25
Hong Kong - London;LHR;HKG;51.5;-0.45;22.32;113.94
Billund - London;LCY;BLL;51.5;0.05;55.75;9.15
Chicago - Toronto;YYZ;ORD;43.7;-79.61;41.6;-98.93
Denver - Newcastle;NCL;DEN;51.5;-0.45;39.77;-104.86
Johannesburg - Lagos;LOS;JNB;6.6;3.32;-26.13;28.23
Kiev-borispol - London;LHR;KBP;51.5;-0.45;50.43;30.55
Hiroshima - Tokyo;HIJ;HND;34.4;132.92;35.55;139.75
Dublin - Luxembourg;LUX;DUB;51.5;0.05;53.34;-6.25
Ithaca - New York;LGA;ITH;40.8;-73.88;40.03;-75.36
Entebbe/kampala - London;EBB;LHR;0;32.44;51.47;-0.45
Minneapolis - New York;MSP;LGA;44.9;-93.2;40.77;-73.88
Houston - Las Vegas;IAH;LAS;30;-95.34;32.02;-87.96
Miami - Newark;EWR;MIA;40.7;-74.18;33.4;-110.87
Atlanta - Washington Dc;ATL;DCA;42.9;-83.53;38.85;-77.04
Birmingham - Frankfurt;FRA;BHX;50.1;8.56;52.45;-1.73
Chicago - Tokyo;NRT;ORD;35.8;140.39;41.6;-98.93
Singapore - Tokyo;SIN;NRT;1.3;103.98;35.75;140.39
Hong Kong - Vancouver;YVR;HKG;49.2;-123.17;22.32;113.94
Dubai - Kuala Lumpur;DXB;KUL;25.3;55.35;2.76;101.71
Berlin - London;LHR;BER;51.5;-0.45;47.81;9.6
London - Sydney;SYD;LHR;-33.9;151.23;51.47;-0.45
San Diego - San Jose;SAN;SJC;32.7;-102.18;37.37;-121.93
New York - San Antonio;SAT;LGA;30;-95.34;40.77;-73.88
Cologne - Hamburg;CGN;HAM;50.9;7.11;53.64;10.01
London - Stockholm;LCY;ARN;51.5;0.05;60.74;15.85
Amsterdam - Newcastle;AMS;NCL;52.3;4.75;55.04;-1.71
Amsterdam - Nairobi;NBO;AMS;-1.3;36.81;52.31;4.75
Cairo - Nairobi;NBO;CAI;-1.3;36.81;30.05;31.25
Doha - Tokyo;DOH;NRT;25.3;51.56;35.75;140.39
Chicago - Los Angeles;ORD;LAX;41.6;-98.93;34.05;-118.24
Frankfurt - Osaka;FRA;KIX;50.1;8.56;34.43;135.24
Bombay - New York;JFK;BOM;25.3;55.35;19.09;72.86
Beijing - Munich;PEK;MUC;40.1;116.58;48.34;11.77
Beijing - Seoul;ICN;PEK;37.5;126.66;40.07;116.58
London - Santiago;LCY;SCL;40.5;-3.58;-33.39;-70.79
Beirut - London;LHR;BEY;51.5;-0.45;33.82;35.49
Dar Es Salaam - Dubai;DXB;DAR;25.3;55.35;-6.88;39.2
Dublin - Manchester;MAN;DUB;53.4;0.1;53.34;-6.25
New York - Tulsa;TUL;LGA;33.1;-88.31;40.77;-73.88
Belfast-city - Edinburgh;EDI;BHD;56;-3.34;54.61;-5.87
Chicago - San Francisco;SFO;ORD;37.6;-122.39;41.6;-98.93
Brussels - London;BRU;LHR;50.9;4.48;51.47;-0.45
Brussels - Frankfurt;FRA;BRU;50.1;8.56;50.89;4.48
Atlanta - Houston;IAH;ATL;30;-95.34;42.94;-83.53
Phoenix - San Francisco;PHX;SFO;33.4;-112.03;37.61;-122.39
Bombay - Newark;BOM;EWR;19.1;72.86;40.69;-74.18
Manila - Tokyo;NRT;MNL;35.8;140.39;14.51;121.02
Kuala Lumpur - Singapore;SIN;KUL;1.3;103.98;2.76;101.71
Jakarta-soekarno - Taipei;TPE;CGK;22.3;113.94;-6.13;106.66
London - Singapore;LHR;SIN;51.5;-0.45;1.34;103.98
Melbourne - Singapore;SIN;MEL;1.3;103.98;-37.67;144.85
Bombay - San Francisco;BOM;SFO;50.1;8.56;37.61;-122.39
Geneva - Lagos;GVA;LOS;50.1;8.56;6.58;3.32
New York - Rio De Janeiro;LGA;GIG;33.4;-110.87;-22.81;-43.24
Amsterdam - London;AMS;LHR;52.3;4.75;51.47;-0.45
Chicago - Kansas City;ORD;MCI;41.6;-98.93;39.3;-94.72
Calgary - Tokyo;YYC;NRT;49.2;-123.17;35.75;140.39
London - Nassau;LHR;NAS;51.5;-0.45;25.08;-77.34
Los Angeles - Seoul;ICN;LAX;37.5;126.66;34.05;-118.24
Los Angeles - San Diego;SAN;LAX;32.7;-102.18;34.05;-118.24
Bombay - London;BOM;LHR;19.1;72.86;51.47;-0.45
Los Angeles - New York;LAX;JFK;34.1;-118.24;40.64;-73.79
Paris - San Francisco;SFO;CDG;37.6;-122.39;49.01;2.54
Amsterdam - Dubai;AMS;DXB;52.3;4.75;25.25;55.35
Boston - Frankfurt;BOS;FRA;42.2;-71;50.05;8.56
Paris - Singapore;SIN;CDG;1.3;103.98;49.01;2.54
Jakarta-soekarno - New York;JFK;CGK;1.3;103.98;-6.13;106.66
Los Angeles - Toronto;LAX;YYZ;34.1;-118.24;43.68;-79.61
Brisbane - Los Angeles;BNE;LAX;-27.4;153.11;34.05;-118.24
Cairo - Geneva;CAI;GVA;30.1;31.25;46.23;6.11
Johannesburg - Sao Paulo;GRU;JNB;-23.4;-46.48;-26.13;28.23
Mombasa - Nairobi;NBO;MBA;-1.3;36.81;-4;39.72
Austin - Dallas;DAL;AUS;36.7;-84.09;30.2;-97.67
New Orleans - New York;JFK;MSY;40.6;-73.79;29.98;-90.26
New York - Tokyo;NRT;JFK;35.8;140.39;40.64;-73.79
Beirut - Dubai;BEY;DXB;33.8;35.49;25.25;55.35
Sao Paulo - Sao Paulo;CGH;CGH;-22.9;-43.17;-23.63;-46.66
Copenhagen - Stockholm;ARN;CPH;60.7;15.85;55.63;12.64
Frankfurt - Seoul;ICN;FRA;37.5;126.66;50.05;8.56
Hong Kong - Munich;MUC;HKG;48.3;11.77;22.32;113.94
Geneva - Madrid;GVA;MAD;46.2;6.11;40.46;-3.58
Brisbane - Hong Kong;HKG;BNE;22.3;113.94;-27.4;153.11
Dubai - Riyadh;DXB;RUH;25.3;55.35;24.94;46.71
Bangkok - London;LHR;BKK;51.5;-0.45;13.71;100.77
Frankfurt - London;FRA;LHR;50.1;8.56;51.47;-0.45
Aberdeen - London;ABZ;LCY;57.2;-2.2;51.5;0.05
Gaborone - Kasane;GBE;BBK;-20;23.43;-17.83;25.16
London - Milan;LHR;LIN;51.5;-0.45;45.47;9.18
Frankfurt - Oslo;FRA;OSL;50.1;8.56;59.91;10.75
London - Zurich;LCY;ZRH;51.5;0.05;47.45;8.57
Beijing - London;PEK;LHR;40.1;116.58;51.47;-0.45
Seoul - Tokyo;GMP;HND;37.6;126.79;35.55;139.75
Istanbul - London;LON;IST;51.5;-0.45;41.04;28.99
London - Moscow;LHR;DME;51.5;-0.45;55.42;37.9
Beijing - Shanghai;SHA;PEK;31.2;121.34;40.07;116.58
Delhi - Poona;DEL;PNQ;28.7;77.26;18.58;73.91
Delhi - Milan;MXP;DEL;45.5;9.18;28.66;77.26
Tokyo - Washington Dc;NRT;IAD;35.8;140.39;38.96;-77.45
London - Santiago;LHR;SCL;-23.4;-46.48;-33.39;-70.79
Dar Es Salaam - Geneva;DAR;GVA;47.5;8.57;46.23;6.11
Buenos Aires - Santiago;SCL;EZE;-33.4;-70.79;-34.81;-58.54
Dubai - Tokyo;DXB;NRT;25.3;55.35;35.75;140.39
Kansas City - New York;MCI;LGA;39.3;-94.72;40.77;-73.88
Cork - London;ORK;LHR;51.9;-8.49;51.47;-0.45
Dallas - Sydney;SYD;DFW;-33.9;151.23;32.87;-97.04
Dubai - Sydney;SYD;DXB;-33.9;151.23;25.25;55.35
London - Vilnius;STN;VNO;51.9;0.26;54.64;25.28
Milan - Poona;PNQ;MXP;28.7;77.26;45.47;9.18
London - New York;JFK;LCY;40.6;-73.79;51.5;0.05
London - New York;JFK;LHR;40.6;-73.79;51.47;-0.45
Harare - Nairobi;HRE;NBO;-17.9;31.1;-1.28;36.81
Bremen - Frankfurt;BRE;FRA;53.1;8.78;50.05;8.56
Newark - Washington Dc;EWR;DCA;40.7;-74.18;38.85;-77.04
Bombay - Calcutta;CCU;BOM;22.7;88.44;19.09;72.86
Geneva - London;LHR;GVA;51.5;-0.45;46.23;6.11
Los Angeles - Tokyo;LAX;HND;34.1;-118.24;35.55;139.75
Los Angeles - Phoenix;LAX;PHX;34.1;-118.24;33.44;-112.03
Singapore - Zurich;ZRH;SIN;47.5;8.57;1.34;103.98
Dublin - Isle Of Man;IOM;DUB;54.1;-4.63;53.34;-6.25
New York - Nice;NCE;JFK;43.7;7.21;40.64;-73.79
Basel-Mulhouse-Freiburg - New York;BSL;JFK;50.1;8.56;40.64;-73.79
Shanghai - Tokyo;PVG;NRT;31.1;121.8;35.75;140.39
Dubai - Hong Kong;DXB;HKG;25.3;55.35;22.32;113.94
London - New York;LCY;JFK;51.5;0.05;40.64;-73.79
New York - Warsaw;WAW;JFK;52.2;20.98;40.64;-73.79
Atlanta - Tampa;TPA;ATL;28;-82.54;42.94;-83.53
Los Angeles - Sydney;LAX;SYD;34.1;-118.24;-33.92;151.23
Dundee - London;DND;LCY;56.5;-3.02;51.5;0.05
Frankfurt - Rio De Janeiro;FRA;GIG;50.1;8.56;-22.81;-43.24
Milan - Paris;LIN;ORY;45.5;9.18;48.73;2.37
Charlotte - Denver;CLT;DEN;35.2;-80.95;39.77;-104.86
Frankfurt - Paris;FRA;CDG;50.1;8.56;49.01;2.54
Frankfurt - Manchester;FRA;MAN;50.1;8.56;53.37;0.1
Mahe Island - Mauritius;SEZ;MRU;-4.7;55.52;-20.43;57.68
Amsterdam - Zurich;AMS;ZRH;52.3;4.75;47.45;8.57
Madrid - Rio De Janeiro;MAD;RIO;40.5;-3.58;-22.91;-43.45
Boston - New York;LGA;BOS;40.8;-73.88;42.21;-71
Des Moines - Minneapolis;MSP;DSM;44.9;-93.2;41.53;-93.65
Glasgow - Sao Paulo;GLA;GRU;51.5;-0.45;-23.42;-46.48
Oakland - Seattle;SEA;OAK;39.9;-75.59;40.23;-97.9
Bilbao - London;LHR;BIO;51.5;-0.45;43.31;-2.91
Maputo - Nairobi;NBO;MPM;-1.3;36.81;-25.92;32.57
Chicago - New York;JFK;ORD;40.6;-73.79;41.6;-98.93
New York - Stuttgart;JFK;STR;50.1;8.56;54.42;13.52
Chicago - Sao Paulo;GRU;ORD;-23.4;-46.48;41.6;-98.93
Hong Kong - Tokyo;HKG;NRT;22.3;113.94;35.75;140.39
Atlanta - Raleigh/durham;RDU;ATL;35.9;-78.79;42.94;-83.53
Edinburgh - Southampton;EDI;SOU;56;-3.34;50.95;-1.36
Bangalore - London;LHR;BLR;25.3;55.35;12.8;77.65
Salt Lake City - San Francisco;SFO;SLC;37.6;-122.39;40.76;-111.89
Dubai - London;LHR;DXB;51.5;-0.45;25.25;55.35
Philadelphia - Portland;PDX;PHL;45.6;-122.59;45.05;-89.01
Entebbe/kampala - Nairobi;NBO;EBB;-1.3;36.81;0.04;32.44
Los Angeles - Tokyo;LAX;HND;34.1;-118.24;35.55;139.75
Geneva - Lugano;GVA;LUG;46.2;6.11;46;8.91
Austin - San Francisco;SFO;AUS;37.6;-122.39;30.2;-97.67
Chicago - Grand Rapids;ORD;GRR;41.6;-98.93;42.88;-85.53
Colorado Springs - Philadelphia;COS;PHL;42.9;-83.53;45.05;-89.01
Dubai - Lusaka;DXB;LUN;25.3;55.35;-15.33;28.45
Moscow - Tselinograd;TSE;DME;51;71.48;55.42;37.9
Delhi - Poona;DEL;PNQ;28.7;77.26;18.58;73.91
Amsterdam - Copenhagen;CPH;AMS;55.6;12.64;52.31;4.75
Chicago - Washington Dc;IAD;ORD;39;-77.45;41.6;-98.93
Doha - Singapore;SIN;DOH;1.3;103.98;25.27;51.56
New York - Prague;PRG;JFK;50.1;14.43;40.64;-73.79
Dubai - London;DXB;LHR;25.3;55.35;51.47;-0.45
Indianapolis - Philadelphia;PHL;IND;45.1;-89.01;39.71;-86.3
Tokushima - Tokyo;TKS;HND;34.1;134.6;35.55;139.75
Houston - New York;JFK;HOU;40.6;-73.79;29.6;-90.72
Boston - Philadelphia;PHL;BOS;45.1;-89.01;42.21;-71
Amsterdam - Frankfurt;FRA;AMS;50.1;8.56;52.31;4.75
Paris - Zurich;CDG;ZRH;49;2.54;47.45;8.57
Boston - Zurich;ZRH;BOS;51.5;-0.45;42.21;-71
Edinburgh - London;STN;EDI;51.9;0.26;55.96;-3.34
Aberdeen - Dallas;DFW;ABZ;51.5;-0.45;57.2;-2.2
Brussels - Frankfurt;FRA;BRU;50.1;8.56;50.89;4.48
Mexico City - Miami;MIA;MEX;33.4;-110.87;19.43;-99.16
London - San Diego;LHR;SAN;51.5;-0.45;32.7;-102.18
San Jose - Santa Ana;SNA;SJC;37.4;-86.16;37.37;-121.93
Grand Rapids - Newark;EWR;GRR;40.7;-74.18;42.88;-85.53
Amsterdam - San Francisco;SFO;AMS;51.5;-0.45;52.31;4.75
Frankfurt - Stockholm;FRA;ARN;50.1;8.56;60.74;15.85
Geneva - Muscat;MCT;GVA;47.5;8.57;46.23;6.11
Paris - Tokyo;NRT;CDG;35.8;140.39;49.01;2.54
New York - Taipei;TPE;JFK;22.3;113.94;40.64;-73.79
London - Seoul;LHR;ICN;51.5;-0.45;37.45;126.66
Paris - Tel Aviv;CDG;TLV;49;2.54;32.01;34.89
Frankfurt - Johannesburg;FRA;JNB;50.1;8.56;-26.13;28.23
Geneva - Quito;GVA;UIO;52.3;4.75;-0.14;-78.48
Perth - Sydney;SYD;PER;-33.9;151.23;-31.94;115.97
London - Sydney;LHR;SYD;51.5;-0.45;-33.92;151.23
Perth - Singapore;PER;SIN;-31.9;115.97;1.34;103.98
Accra - Entebbe/kampala;ACC;EBB;-1.3;36.81;0.04;32.44
Geneva - Madrid;GVA;MAD;46.2;6.11;40.46;-3.58
Bandar Seri Begawan - Singapore;SIN;BWN;1.3;103.98;4.95;114.92
Minneapolis - Tokyo;NRT;MSP;35.8;140.39;44.88;-93.2
Dubai - Moscow;DXB;DME;25.3;55.35;55.42;37.9
Berlin - Frankfurt;FRA;BER;50.1;8.56;47.81;9.6
Dublin - London;STN;DUB;51.9;0.26;53.34;-6.25
Hong Kong - Seoul;HKG;ICN;22.3;113.94;37.45;126.66
Chicago - Phoenix;ORD;PHX;41.6;-98.93;33.44;-112.03
Lima - Santiago;LIM;SCL;-12;-77.11;-33.39;-70.79
New York - Ottawa;LGA;YOW;40.8;-73.88;45.32;-75.67
Lisbon - Paris;CDG;LIS;49;2.54;38.77;-9.13
Rio De Janeiro - Sao Paulo;CGH;SDU;-23.6;-46.66;-22.91;-43.17
Buffalo - Philadelphia;PHL;BUF;45.1;-89.01;42.93;-78.74
Denver - Hong Kong;HKG;DEN;37.6;-122.39;39.77;-104.86
Beijing - Copenhagen;CPH;PEK;55.6;12.64;40.07;116.58
Hong Kong - Munich;HKG;MUC;22.3;113.94;48.34;11.77
Copenhagen - Munich;MUC;CPH;48.3;11.77;55.63;12.64
Singapore - Sydney;SYD;SIN;-33.9;151.23;1.34;103.98
Shanghai - Singapore;SIN;PVG;1.3;103.98;31.12;121.8
Chicago - Las Vegas;LAS;ORD;32;-87.96;41.6;-98.93
Brussels - Frankfurt;FRA;BRU;50.1;8.56;50.89;4.48
Milan - Sao Paulo;GRU;MXP;38.8;-9.13;45.47;9.18
Seoul - Tokyo;HND;GMP;35.6;139.75;37.56;126.79
Edinburgh - Paris;EDI;CDG;56;-3.34;49.01;2.54
Chicago - Milan;ORD;MXP;40.6;-73.79;45.47;9.18
Bangkok - Frankfurt;FRA;BKK;50.1;8.56;13.71;100.77
Dhaka - Hong Kong;HKG;DAC;22.3;113.94;23.84;90.39
Moscow - Zurich;ZRH;DME;47.5;8.57;55.42;37.9
New York - Washington Dc;DCA;JFK;38.9;-77.04;40.64;-73.79
Madrid - Santander;SDR;MAD;43.4;-3.82;40.46;-3.58
Amsterdam - London;AMS;LCY;52.3;4.75;51.5;0.05
Oakland - Santa Ana;SNA;OAK;37.4;-86.16;40.23;-97.9
Delhi - London;DEL;LHR;28.7;77.26;51.47;-0.45
Frankfurt - Taipei;TPE;FRA;25.1;121.24;50.05;8.56
Houston - Kansas City;IAH;MCI;30;-95.34;39.3;-94.72
Beirut - Kuwait;BEY;KWI;33.8;35.49;29.25;47.97
Birmingham - Johannesburg;JNB;BHX;25.3;55.35;52.45;-1.73
Louisville - Newark;EWR;SDF;40.7;-74.18;38.18;-85.72
Augusta - New York;AGS;LGA;42.9;-83.53;40.77;-73.88
Milan - Singapore;MXP;SIN;45.5;9.18;1.34;103.98
Edinburgh - Geneva;EDI;GVA;56;-3.34;46.23;6.11
Bombay - Singapore;SIN;BOM;1.3;103.98;19.09;72.86
Dubai - Johannesburg;JNB;DXB;-26.1;28.23;25.25;55.35
Amsterdam - Milan;AMS;LIN;52.3;4.75;45.47;9.18
Abu Dhabi - Frankfurt;AUH;FRA;24.4;54.64;50.05;8.56
Dubai - Nairobi;NBO;DXB;-1.3;36.81;25.25;55.35
Dubai - San Francisco;DXB;SFO;25.3;55.35;37.61;-122.39
Honolulu - Oahu - Newark;HNL;EWR;21.3;-157.92;40.69;-74.18
Dublin - Edinburgh;EDI;DUB;56;-3.34;53.34;-6.25
Amsterdam - Paris;CDG;AMS;49;2.54;52.31;4.75
Philadelphia - Rome;FCO;PHL;41.9;12.5;45.05;-89.01
Lusaka - Nairobi;NBO;LUN;-1.3;36.81;-15.33;28.45
Chicago - Tampa;TPA;ORD;28;-82.54;41.6;-98.93
Kuala Lumpur - Sydney;SYD;KUL;-33.9;151.23;2.76;101.71
Houston - New Orleans;IAH;MSY;30;-95.34;29.98;-90.26
Birmingham - Venice;BHX;VCE;49;2.54;45.44;12.32
Memphis - New York;LGA;MEM;40.8;-73.88;33.13;-88.31
Amsterdam - London;LHR;AMS;51.5;-0.45;52.31;4.75
Bangkok - Hong Kong;BKK;HKG;13.7;100.77;22.32;113.94
Edinburgh - New York;EDI;JFK;51.5;-0.45;40.64;-73.79
Gaborone - Johannesburg;JNB;GBE;-26.1;28.23;-24.56;25.93
Amman - Dubai;AMM;DXB;32;35.94;25.25;55.35
Melbourne - Perth;PER;MEL;-31.9;115.97;-37.67;144.85
Glasgow - Jersey;JER;GLA;51;-1.36;55.86;-4.43
New York - Tri;TRI;LGA;42.9;-83.53;40.77;-73.88
Newark - Vail/eagle;EWR;EGE;40.7;-74.18;41.29;-85.28
Boston - London;BOS;LHR;42.2;-71;51.47;-0.45
Dubai - Mauritius;MRU;DXB;-20.4;57.68;25.25;55.35
Kona - Hawaii - Newark;EWR;KOA;34.1;-118.24;19.73;-156.04
Kona - Hawaii - Tokyo;KOA;NRT;21.3;-157.92;35.75;140.39
Dubai - Kuwait;KWI;DXB;29.3;47.97;25.25;55.35
Chicago - Des Moines;DSM;ORD;41.5;-93.65;41.6;-98.93
Chicago - Indianapolis;ORD;IND;41.6;-98.93;39.71;-86.3
Delhi - Madras;DEL;MAA;28.7;77.26;13.05;80.23
Bahrain - Dammam;BAH;DMM;26.3;50.63;26.47;49.8
Boston - Denver;BOS;DEN;42.2;-71;39.77;-104.86
Bangkok - Tokyo;NRT;BKK;35.8;140.39;13.71;100.77
Johannesburg - Singapore;SIN;JNB;25.3;55.35;-26.13;28.23
Jackson Hole - New York;JAC;LGA;41.6;-98.93;40.77;-73.88
Nairobi - Ndola;NLA;NBO;-13;28.66;-1.28;36.81
London - Munich;LHR;MUC;51.5;-0.45;48.34;11.77
Cape Town - Frankfurt;CPT;FRA;-34;18.59;50.05;8.56
Edinburgh - London;EDI;LTN;56;-3.34;51.88;-0.37
Buffalo - Newark;EWR;BUF;40.7;-74.18;42.93;-78.74
Geneva - Munich;MUC;GVA;48.3;11.77;46.23;6.11
London - Mobile;MOB;LHR;32.9;-97.04;51.47;-0.45
Dublin - London;LTN;DUB;51.9;-0.37;53.34;-6.25
